timestamp,device_id,sensor_type,value
2003-10-22 20:44:13,BEARING_4,vibration,0.102532
2003-10-22 20:54:13,BEARING_4,vibration,0.10223
2003-10-22 21:04:13,BEARING_4,vibration,0.102606
2003-10-22 21:14:13,BEARING_4,vibration,0.102916
2003-10-22 21:24:13,BEARING_4,vibration,0.102606
2003-10-22 21:34:13,BEARING_4,vibration,0.102741
2003-10-22 21:44:13,BEARING_4,vibration,0.10275
2003-10-22 21:54:13,BEARING_4,vibration,0.102021
2003-10-22 22:04:13,BEARING_4,vibration,0.102649
2003-10-22 22:14:13,BEARING_4,vibration,0.102774
2003-10-22 22:24:13,BEARING_4,vibration,0.102232
2003-10-22 22:34:13,BEARING_4,vibration,0.102615
2003-10-22 22:44:13,BEARING_4,vibration,0.102157
2003-10-22 22:54:13,BEARING_4,vibration,0.102567
2003-10-22 23:04:13,BEARING_4,vibration,0.101539
2003-10-22 23:14:13,BEARING_4,vibration,0.10344
2003-10-22 23:24:13,BEARING_4,vibration,0.105557
2003-10-22 23:34:13,BEARING_4,vibration,0.102053
2003-10-22 23:44:13,BEARING_4,vibration,0.102236
2003-10-22 23:54:13,BEARING_4,vibration,0.102592
2003-10-23 00:04:13,BEARING_4,vibration,0.102726
2003-10-23 00:14:13,BEARING_4,vibration,0.112268
2003-10-23 00:24:13,BEARING_4,vibration,0.1026
2003-10-23 00:34:13,BEARING_4,vibration,0.10266
2003-10-23 00:44:13,BEARING_4,vibration,0.10282
2003-10-23 00:54:13,BEARING_4,vibration,0.103426
2003-10-23 01:04:13,BEARING_4,vibration,0.102459
2003-10-23 01:14:13,BEARING_4,vibration,0.103102
2003-10-23 01:24:13,BEARING_4,vibration,0.102656
2003-10-23 01:34:13,BEARING_4,vibration,0.101902
2003-10-23 01:44:13,BEARING_4,vibration,0.102427
2003-10-23 01:54:13,BEARING_4,vibration,0.101628
2003-10-23 02:04:13,BEARING_4,vibration,0.102329
2003-10-23 02:14:13,BEARING_4,vibration,0.109167
2003-10-23 02:24:13,BEARING_4,vibration,0.092727
2003-10-23 02:34:13,BEARING_4,vibration,0.102658
2003-10-23 02:44:13,BEARING_4,vibration,0.101915
2003-10-23 02:54:13,BEARING_4,vibration,0.101665
2003-10-23 03:04:13,BEARING_4,vibration,0.101926
2003-10-23 03:14:13,BEARING_4,vibration,0.101738
2003-10-23 03:24:13,BEARING_4,vibration,0.102125
2003-10-23 03:34:13,BEARING_4,vibration,0.101538
2003-10-23 03:44:13,BEARING_4,vibration,0.10192
2003-10-23 03:54:13,BEARING_4,vibration,0.101826
2003-10-23 04:04:13,BEARING_4,vibration,0.102318
2003-10-23 04:14:13,BEARING_4,vibration,0.102442
2003-10-23 04:24:13,BEARING_4,vibration,0.102614
2003-10-23 04:34:13,BEARING_4,vibration,0.102139
2003-10-23 04:44:13,BEARING_4,vibration,0.100851
2003-10-23 04:54:13,BEARING_4,vibration,0.104769
2003-10-23 05:04:13,BEARING_4,vibration,0.101503
2003-10-23 05:14:13,BEARING_4,vibration,0.101486
2003-10-23 05:24:13,BEARING_4,vibration,0.102049
2003-10-23 05:34:13,BEARING_4,vibration,0.102223
2003-10-23 05:44:13,BEARING_4,vibration,0.102055
2003-10-23 05:54:13,BEARING_4,vibration,0.101618
2003-10-23 06:04:13,BEARING_4,vibration,0.101759
2003-10-23 06:14:13,BEARING_4,vibration,0.101353
2003-10-23 06:24:13,BEARING_4,vibration,0.10198
2003-10-23 06:34:13,BEARING_4,vibration,0.101829
2003-10-23 06:44:13,BEARING_4,vibration,0.101481
2003-10-23 06:54:13,BEARING_4,vibration,0.102055
2003-10-23 07:04:13,BEARING_4,vibration,0.10186
2003-10-23 07:14:13,BEARING_4,vibration,0.101795
2003-10-23 07:24:13,BEARING_4,vibration,0.10236
2003-10-23 07:34:13,BEARING_4,vibration,0.10153
2003-10-23 07:44:13,BEARING_4,vibration,0.101376
2003-10-23 07:54:13,BEARING_4,vibration,0.101356
2003-10-23 08:04:13,BEARING_4,vibration,0.102538
2003-10-23 08:14:13,BEARING_4,vibration,0.102129
2003-10-23 08:24:13,BEARING_4,vibration,0.101788
2003-10-23 08:34:13,BEARING_4,vibration,0.102257
2003-10-23 08:44:13,BEARING_4,vibration,0.102299
2003-10-23 08:54:13,BEARING_4,vibration,0.101478
2003-10-23 09:04:13,BEARING_4,vibration,0.101635
2003-10-23 09:14:13,BEARING_4,vibration,0.102132
2003-10-23 09:24:13,BEARING_4,vibration,0.102386
2003-10-23 09:34:13,BEARING_4,vibration,0.101908
2003-10-23 09:44:13,BEARING_4,vibration,0.102374
2003-10-23 09:54:13,BEARING_4,vibration,0.10218
2003-10-23 10:04:13,BEARING_4,vibration,0.102283
2003-10-23 10:14:13,BEARING_4,vibration,0.140633
2003-10-29 14:39:46,BEARING_4,vibration,0.122559
2003-10-29 14:49:46,BEARING_4,vibration,0.122564
2003-10-29 14:59:46,BEARING_4,vibration,0.123488
2003-10-29 15:09:46,BEARING_4,vibration,0.122019
2003-10-29 15:19:46,BEARING_4,vibration,0.122907
2003-10-29 15:29:46,BEARING_4,vibration,0.123722
2003-10-29 15:39:46,BEARING_4,vibration,0.172746
2003-10-29 15:49:46,BEARING_4,vibration,0.122493
2003-10-29 15:59:46,BEARING_4,vibration,0.123351
2003-10-29 16:09:46,BEARING_4,vibration,0.123103
2003-10-29 16:19:46,BEARING_4,vibration,0.122741
2003-10-29 16:29:46,BEARING_4,vibration,0.123916
2003-10-29 16:39:46,BEARING_4,vibration,0.122453
2003-10-29 16:49:46,BEARING_4,vibration,0.120647
2003-10-29 16:59:46,BEARING_4,vibration,0.123096
2003-10-29 17:09:46,BEARING_4,vibration,0.122637
2003-10-29 17:19:46,BEARING_4,vibration,0.122167
2003-10-29 17:29:46,BEARING_4,vibration,0.123606
2003-10-29 17:39:46,BEARING_4,vibration,0.122256
2003-10-29 17:49:46,BEARING_4,vibration,0.123273
2003-10-29 17:59:46,BEARING_4,vibration,0.123627
2003-10-29 18:09:46,BEARING_4,vibration,0.123111
2003-10-29 18:19:46,BEARING_4,vibration,0.122542
2003-10-29 18:29:46,BEARING_4,vibration,0.123468
2003-10-29 18:39:46,BEARING_4,vibration,0.123052
2003-10-29 18:49:46,BEARING_4,vibration,0.122586
2003-10-29 18:59:46,BEARING_4,vibration,0.124203
2003-10-29 19:09:46,BEARING_4,vibration,0.122245
2003-10-29 19:19:46,BEARING_4,vibration,0.122583
2003-10-29 19:29:46,BEARING_4,vibration,0.123698
2003-10-29 19:39:46,BEARING_4,vibration,0.122752
2003-10-29 19:49:46,BEARING_4,vibration,0.122947
2003-10-29 19:59:46,BEARING_4,vibration,0.123718
2003-10-29 20:09:46,BEARING_4,vibration,0.12334
2003-10-29 20:19:46,BEARING_4,vibration,0.12242
2003-10-29 20:29:46,BEARING_4,vibration,0.123726
2003-10-29 20:39:46,BEARING_4,vibration,0.122756
2003-10-29 20:49:46,BEARING_4,vibration,0.123598
2003-10-29 20:59:46,BEARING_4,vibration,0.123701
2003-10-29 21:09:46,BEARING_4,vibration,0.123497
2003-10-29 21:19:46,BEARING_4,vibration,0.123074
2003-10-29 21:29:46,BEARING_4,vibration,0.12391
2003-10-29 21:39:46,BEARING_4,vibration,0.123313
2003-10-29 21:49:46,BEARING_4,vibration,0.123016
2003-10-29 21:59:46,BEARING_4,vibration,0.123536
2003-10-29 22:09:46,BEARING_4,vibration,0.123071
2003-10-29 22:19:46,BEARING_4,vibration,0.122796
2003-10-29 22:29:46,BEARING_4,vibration,0.12408
2003-10-29 22:39:46,BEARING_4,vibration,0.122771
2003-10-29 22:49:46,BEARING_4,vibration,0.122858
2003-10-29 22:59:46,BEARING_4,vibration,0.12353
2003-10-29 23:09:46,BEARING_4,vibration,0.123575
2003-10-29 23:19:46,BEARING_4,vibration,0.123151
2003-10-29 23:29:46,BEARING_4,vibration,0.123449
2003-10-29 23:39:46,BEARING_4,vibration,0.123117
2003-10-29 23:49:46,BEARING_4,vibration,0.123263
2003-10-29 23:59:46,BEARING_4,vibration,0.123417
2003-10-30 00:09:46,BEARING_4,vibration,0.122522
2003-10-30 00:19:46,BEARING_4,vibration,0.12334
2003-10-30 00:29:46,BEARING_4,vibration,0.124312
2003-10-30 00:39:46,BEARING_4,vibration,0.122664
2003-10-30 00:49:46,BEARING_4,vibration,0.122394
2003-10-30 00:59:46,BEARING_4,vibration,0.123806
2003-10-30 01:09:46,BEARING_4,vibration,0.12275
2003-10-30 01:19:46,BEARING_4,vibration,0.123281
2003-10-30 01:29:46,BEARING_4,vibration,0.123841
2003-10-30 01:39:46,BEARING_4,vibration,0.122698
2003-10-30 01:49:46,BEARING_4,vibration,0.123179
2003-10-30 01:59:46,BEARING_4,vibration,0.123999
2003-10-30 02:09:46,BEARING_4,vibration,0.123026
2003-10-30 02:19:46,BEARING_4,vibration,0.122859
2003-10-30 02:29:46,BEARING_4,vibration,0.124388
2003-10-30 02:39:46,BEARING_4,vibration,0.123384
2003-10-30 02:49:46,BEARING_4,vibration,0.122526
2003-10-30 02:59:46,BEARING_4,vibration,0.124067
2003-10-30 03:09:46,BEARING_4,vibration,0.122432
2003-10-30 03:19:46,BEARING_4,vibration,0.122815
2003-10-30 03:29:46,BEARING_4,vibration,0.124211
2003-10-30 03:39:46,BEARING_4,vibration,0.123088
2003-10-31 00:09:46,BEARING_4,vibration,0.123816
2003-10-31 00:19:46,BEARING_4,vibration,0.124416
2003-10-31 00:29:46,BEARING_4,vibration,0.124463
2003-10-31 00:39:46,BEARING_4,vibration,0.12359
2003-10-31 00:49:46,BEARING_4,vibration,0.123415
2003-10-31 00:59:46,BEARING_4,vibration,0.12489
2003-10-31 01:09:46,BEARING_4,vibration,0.124726
2003-10-31 01:19:46,BEARING_4,vibration,0.124426
2003-10-31 01:29:46,BEARING_4,vibration,0.125278
2003-10-31 01:39:46,BEARING_4,vibration,0.124357
2003-10-31 01:49:46,BEARING_4,vibration,0.124764
2003-10-31 01:59:46,BEARING_4,vibration,0.124319
2003-10-31 02:09:46,BEARING_4,vibration,0.123868
2003-10-31 02:19:46,BEARING_4,vibration,0.124496
2003-10-31 02:29:46,BEARING_4,vibration,0.124304
2003-10-31 02:39:46,BEARING_4,vibration,0.124158
2003-10-31 02:49:46,BEARING_4,vibration,0.124754
2003-10-31 02:59:46,BEARING_4,vibration,0.125371
2003-10-31 03:09:46,BEARING_4,vibration,0.123855
2003-10-31 03:19:46,BEARING_4,vibration,0.123842
2003-10-31 03:29:46,BEARING_4,vibration,0.125438
2003-10-31 03:39:46,BEARING_4,vibration,0.12411
2003-10-31 03:49:46,BEARING_4,vibration,0.124415
2003-10-31 03:59:46,BEARING_4,vibration,0.125535
2003-10-31 04:09:46,BEARING_4,vibration,0.128536
2003-10-31 04:19:46,BEARING_4,vibration,0.123558
2003-10-31 04:29:46,BEARING_4,vibration,0.123728
2003-10-31 04:39:46,BEARING_4,vibration,0.124678
2003-10-31 04:49:46,BEARING_4,vibration,0.124059
2003-10-31 04:59:46,BEARING_4,vibration,0.124802
2003-10-31 05:09:46,BEARING_4,vibration,0.123596
2003-10-31 05:19:46,BEARING_4,vibration,0.124914
2003-10-31 05:29:46,BEARING_4,vibration,0.124496
2003-10-31 05:39:46,BEARING_4,vibration,0.124349
2003-10-31 05:49:46,BEARING_4,vibration,0.129599
2003-10-31 05:59:46,BEARING_4,vibration,0.12522
2003-10-31 06:09:46,BEARING_4,vibration,0.124524
2003-10-31 06:19:46,BEARING_4,vibration,0.124071
2003-10-31 06:29:46,BEARING_4,vibration,0.125276
2003-10-31 06:39:46,BEARING_4,vibration,0.124149
2003-10-31 06:49:46,BEARING_4,vibration,0.124051
2003-10-31 06:59:46,BEARING_4,vibration,0.125339
2003-10-31 07:09:46,BEARING_4,vibration,0.12433
2003-10-31 07:19:46,BEARING_4,vibration,0.124203
2003-10-31 07:29:46,BEARING_4,vibration,0.124444
2003-10-31 07:39:46,BEARING_4,vibration,0.123912
2003-10-31 07:49:46,BEARING_4,vibration,0.124808
2003-10-31 07:59:46,BEARING_4,vibration,0.125237
2003-10-31 08:09:46,BEARING_4,vibration,0.123512
2003-10-31 08:19:46,BEARING_4,vibration,0.124645
2003-10-31 08:29:46,BEARING_4,vibration,0.123878
2003-10-31 08:39:46,BEARING_4,vibration,0.1244
2003-10-31 08:49:46,BEARING_4,vibration,0.12448
2003-10-31 08:59:46,BEARING_4,vibration,0.12553
2003-10-31 09:09:46,BEARING_4,vibration,0.124757
2003-10-31 09:19:46,BEARING_4,vibration,0.123805
2003-10-31 09:29:46,BEARING_4,vibration,0.125221
2003-10-31 09:39:46,BEARING_4,vibration,0.124854
2003-10-31 09:49:46,BEARING_4,vibration,0.124174
2003-10-31 09:59:46,BEARING_4,vibration,0.125284
2003-10-31 10:09:46,BEARING_4,vibration,0.123905
2003-10-31 12:05:51,BEARING_4,vibration,0.123589
2003-10-31 12:11:44,BEARING_4,vibration,0.124941
2003-10-31 12:21:44,BEARING_4,vibration,0.125692
2003-10-31 12:31:44,BEARING_4,vibration,0.125393
2003-10-31 12:41:44,BEARING_4,vibration,0.125732
2003-10-31 12:51:44,BEARING_4,vibration,0.125211
2003-10-31 13:01:44,BEARING_4,vibration,0.126677
2003-10-31 13:11:44,BEARING_4,vibration,0.126668
2003-10-31 13:21:44,BEARING_4,vibration,0.125218
2003-10-31 13:31:44,BEARING_4,vibration,0.125141
2003-10-31 13:41:44,BEARING_4,vibration,0.124654
2003-10-31 13:51:44,BEARING_4,vibration,0.124883
2003-10-31 14:01:44,BEARING_4,vibration,0.124664
2003-10-31 14:11:44,BEARING_4,vibration,0.125039
2003-10-31 14:21:44,BEARING_4,vibration,0.124725
2003-10-31 14:31:44,BEARING_4,vibration,0.124821
2003-10-31 14:41:44,BEARING_4,vibration,0.12531
2003-10-31 14:51:44,BEARING_4,vibration,0.123402
2003-10-31 15:01:44,BEARING_4,vibration,0.125423
2003-10-31 15:11:44,BEARING_4,vibration,0.126092
2003-10-31 15:21:44,BEARING_4,vibration,0.125384
2003-10-31 15:31:44,BEARING_4,vibration,0.124738
2003-10-31 15:41:44,BEARING_4,vibration,0.125452
2003-10-31 15:51:44,BEARING_4,vibration,0.124383
2003-10-31 16:01:44,BEARING_4,vibration,0.135565
2003-10-31 16:11:44,BEARING_4,vibration,0.137466
2003-10-31 16:21:44,BEARING_4,vibration,0.12527
2003-10-31 16:31:44,BEARING_4,vibration,0.124663
2003-10-31 16:41:44,BEARING_4,vibration,0.126017
2003-10-31 16:51:44,BEARING_4,vibration,0.124846
2003-10-31 17:01:44,BEARING_4,vibration,0.125376
2003-10-31 17:11:44,BEARING_4,vibration,0.126139
2003-10-31 17:21:44,BEARING_4,vibration,0.124468
2003-10-31 17:31:44,BEARING_4,vibration,0.124803
2003-10-31 17:41:44,BEARING_4,vibration,0.125702
2003-10-31 17:51:44,BEARING_4,vibration,0.125019
2003-10-31 18:01:44,BEARING_4,vibration,0.125227
2003-10-31 18:11:44,BEARING_4,vibration,0.12668
2003-10-31 18:21:44,BEARING_4,vibration,0.125188
2003-10-31 18:31:44,BEARING_4,vibration,0.125512
2003-10-31 18:41:44,BEARING_4,vibration,0.125914
2003-10-31 18:51:44,BEARING_4,vibration,0.124876
2003-10-31 19:01:44,BEARING_4,vibration,0.125281
2003-10-31 19:11:44,BEARING_4,vibration,0.125728
2003-10-31 19:21:44,BEARING_4,vibration,0.125068
2003-10-31 19:31:44,BEARING_4,vibration,0.124766
2003-10-31 19:41:44,BEARING_4,vibration,0.126227
2003-10-31 19:51:44,BEARING_4,vibration,0.124677
2003-10-31 20:01:44,BEARING_4,vibration,0.124632
2003-10-31 20:11:44,BEARING_4,vibration,0.125261
2003-10-31 20:21:44,BEARING_4,vibration,0.12531
2003-10-31 20:31:44,BEARING_4,vibration,0.124885
2003-10-31 20:41:44,BEARING_4,vibration,0.125968
2003-10-31 20:51:44,BEARING_4,vibration,0.125713
2003-10-31 21:01:44,BEARING_4,vibration,0.125168
2003-10-31 21:11:44,BEARING_4,vibration,0.126032
2003-10-31 21:21:44,BEARING_4,vibration,0.125041
2003-10-31 21:31:44,BEARING_4,vibration,0.125147
2003-10-31 21:41:44,BEARING_4,vibration,0.126588
2003-10-31 21:51:44,BEARING_4,vibration,0.125274
2003-10-31 22:01:44,BEARING_4,vibration,0.124736
2003-10-31 22:11:44,BEARING_4,vibration,0.126482
2003-10-31 22:21:44,BEARING_4,vibration,0.125138
2003-10-31 22:31:44,BEARING_4,vibration,0.12489
2003-10-31 22:41:44,BEARING_4,vibration,0.125198
2003-10-31 22:51:44,BEARING_4,vibration,0.124752
2003-10-31 23:01:44,BEARING_4,vibration,0.125352
2003-10-31 23:11:44,BEARING_4,vibration,0.126308
2003-10-31 23:21:44,BEARING_4,vibration,0.125275
2003-10-31 23:31:44,BEARING_4,vibration,0.12509
2003-10-31 23:41:44,BEARING_4,vibration,0.125832
2003-10-31 23:51:44,BEARING_4,vibration,0.124957
2003-11-01 00:01:44,BEARING_4,vibration,0.125131
2003-11-01 00:11:44,BEARING_4,vibration,0.125798
2003-11-01 00:21:44,BEARING_4,vibration,0.124711
2003-11-01 00:31:44,BEARING_4,vibration,0.125033
2003-11-01 00:41:44,BEARING_4,vibration,0.125948
2003-11-01 00:51:44,BEARING_4,vibration,0.124749
2003-11-01 01:01:44,BEARING_4,vibration,0.125415
2003-11-01 01:11:44,BEARING_4,vibration,0.126096
2003-11-01 01:21:44,BEARING_4,vibration,0.124674
2003-11-01 01:31:44,BEARING_4,vibration,0.12504
2003-11-01 01:41:44,BEARING_4,vibration,0.125987
2003-11-01 01:51:44,BEARING_4,vibration,0.124936
2003-11-01 02:01:44,BEARING_4,vibration,0.125399
2003-11-01 02:11:44,BEARING_4,vibration,0.125769
2003-11-01 02:21:44,BEARING_4,vibration,0.125618
2003-11-01 02:31:44,BEARING_4,vibration,0.124918
2003-11-01 02:41:44,BEARING_4,vibration,0.125565
2003-11-01 02:51:44,BEARING_4,vibration,0.125148
2003-11-01 03:01:44,BEARING_4,vibration,0.124967
2003-11-01 03:11:44,BEARING_4,vibration,0.125888
2003-11-01 03:21:44,BEARING_4,vibration,0.125772
2003-11-01 03:31:44,BEARING_4,vibration,0.124484
2003-11-01 03:41:44,BEARING_4,vibration,0.126174
2003-11-01 03:51:44,BEARING_4,vibration,0.124441
2003-11-01 04:01:44,BEARING_4,vibration,0.125109
2003-11-01 04:11:44,BEARING_4,vibration,0.126116
2003-11-01 04:21:44,BEARING_4,vibration,0.125013
2003-11-01 04:31:44,BEARING_4,vibration,0.12504
2003-11-01 04:41:44,BEARING_4,vibration,0.126582
2003-11-01 04:51:44,BEARING_4,vibration,0.125078
2003-11-01 05:01:44,BEARING_4,vibration,0.125086
2003-11-01 05:11:44,BEARING_4,vibration,0.123644
2003-11-01 05:21:44,BEARING_4,vibration,0.124576
2003-11-01 05:31:44,BEARING_4,vibration,0.125769
2003-11-01 05:41:44,BEARING_4,vibration,0.126493
2003-11-01 05:51:44,BEARING_4,vibration,0.125369
2003-11-01 06:01:44,BEARING_4,vibration,0.125124
2003-11-01 06:11:44,BEARING_4,vibration,0.126103
2003-11-01 06:21:44,BEARING_4,vibration,0.1252
2003-11-01 06:31:44,BEARING_4,vibration,0.124693
2003-11-01 06:41:44,BEARING_4,vibration,0.125683
2003-11-01 06:51:44,BEARING_4,vibration,0.122826
2003-11-01 07:01:44,BEARING_4,vibration,0.124895
2003-11-01 07:11:44,BEARING_4,vibration,0.126184
2003-11-01 07:21:44,BEARING_4,vibration,0.125429
2003-11-01 07:31:44,BEARING_4,vibration,0.124765
2003-11-01 07:41:44,BEARING_4,vibration,0.125699
2003-11-01 07:51:44,BEARING_4,vibration,0.12359
2003-11-01 08:01:44,BEARING_4,vibration,0.124064
2003-11-01 08:11:44,BEARING_4,vibration,0.125212
2003-11-01 08:21:44,BEARING_4,vibration,0.125252
2003-11-01 08:31:44,BEARING_4,vibration,0.125308
2003-11-01 08:41:44,BEARING_4,vibration,0.12511
2003-11-01 08:51:44,BEARING_4,vibration,0.125485
2003-11-01 09:01:44,BEARING_4,vibration,0.124894
2003-11-01 09:11:44,BEARING_4,vibration,0.126284
2003-11-01 09:21:44,BEARING_4,vibration,0.124102
2003-11-01 09:31:44,BEARING_4,vibration,0.12268
2003-11-01 09:41:44,BEARING_4,vibration,0.126158
2003-11-01 09:51:44,BEARING_4,vibration,0.125313
2003-11-01 10:01:44,BEARING_4,vibration,0.125361
2003-11-01 10:11:44,BEARING_4,vibration,0.125818
2003-11-01 10:21:44,BEARING_4,vibration,0.124875
2003-11-01 10:31:44,BEARING_4,vibration,0.124658
2003-11-01 10:41:44,BEARING_4,vibration,0.126029
2003-11-01 10:51:44,BEARING_4,vibration,0.123127
2003-11-01 11:01:44,BEARING_4,vibration,0.124258
2003-11-01 11:11:44,BEARING_4,vibration,0.128398
2003-11-01 11:21:44,BEARING_4,vibration,0.123139
2003-11-01 11:31:44,BEARING_4,vibration,0.124858
2003-11-01 11:41:44,BEARING_4,vibration,0.126095
2003-11-01 11:51:44,BEARING_4,vibration,0.124967
2003-11-01 12:01:44,BEARING_4,vibration,0.125227
2003-11-01 12:11:44,BEARING_4,vibration,0.125529
2003-11-01 12:21:44,BEARING_4,vibration,0.125128
2003-11-01 12:31:44,BEARING_4,vibration,0.125272
2003-11-01 12:41:44,BEARING_4,vibration,0.126362
2003-11-01 12:51:44,BEARING_4,vibration,0.12537
2003-11-01 13:01:44,BEARING_4,vibration,0.124938
2003-11-01 13:11:44,BEARING_4,vibration,0.12569
2003-11-01 13:21:44,BEARING_4,vibration,0.124919
2003-11-01 13:31:44,BEARING_4,vibration,0.124898
2003-11-01 13:41:44,BEARING_4,vibration,0.124296
2003-11-01 13:51:44,BEARING_4,vibration,0.126205
2003-11-01 14:01:44,BEARING_4,vibration,0.125129
2003-11-01 14:11:44,BEARING_4,vibration,0.126417
2003-11-01 14:21:44,BEARING_4,vibration,0.124054
2003-11-01 14:31:44,BEARING_4,vibration,0.125256
2003-11-01 14:41:44,BEARING_4,vibration,0.126024
2003-11-01 14:51:44,BEARING_4,vibration,0.125246
2003-11-01 15:01:44,BEARING_4,vibration,0.124902
2003-11-01 15:11:44,BEARING_4,vibration,0.125347
2003-11-01 15:21:44,BEARING_4,vibration,0.124618
2003-11-01 15:31:44,BEARING_4,vibration,0.12444
2003-11-01 15:41:44,BEARING_4,vibration,0.125789
2003-11-01 15:51:44,BEARING_4,vibration,0.1251
2003-11-01 16:01:44,BEARING_4,vibration,0.125396
2003-11-01 16:11:44,BEARING_4,vibration,0.126094
2003-11-01 16:21:44,BEARING_4,vibration,0.124686
2003-11-01 16:31:44,BEARING_4,vibration,0.125455
2003-11-01 16:41:44,BEARING_4,vibration,0.126093
2003-11-01 16:51:44,BEARING_4,vibration,0.12504
2003-11-01 17:01:44,BEARING_4,vibration,0.124973
2003-11-01 17:11:44,BEARING_4,vibration,0.126272
2003-11-01 17:21:44,BEARING_4,vibration,0.130878
2003-11-01 17:31:44,BEARING_4,vibration,0.126043
2003-11-01 17:41:44,BEARING_4,vibration,0.126217
2003-11-01 17:51:44,BEARING_4,vibration,0.124402
2003-11-01 18:01:44,BEARING_4,vibration,0.124403
2003-11-01 18:11:44,BEARING_4,vibration,0.125267
2003-11-01 18:21:44,BEARING_4,vibration,0.126493
2003-11-01 18:31:44,BEARING_4,vibration,0.125194
2003-11-01 18:41:44,BEARING_4,vibration,0.126807
